"Type","ID","Original Name","Localized Name","English Translated Name","First Name (Original)","Last Name (Original)","First Name (Localized)","Last Name (Localized)","Gender","Localization Issues","Cultural Status","Localization Reason","Description","ROW_TYPE","VERIF_STATUS","ISSUE_COUNT","C0_CRITICAL_ISSUES","C1_CHARACTER_ISSUES","C2_CONTENT_ISSUES","C3_FORMAT_ISSUES","SUGGESTED_FIXES"
"Character","char_46","patrick sawyer","patrick caron","Patrick Sawyer","patrick","sawyer","patrick","caron","Male","","MIXED","Following the strategy's glossary, the first name 'Patrick', which is common in France, is kept. The English surname 'Sawyer' is replaced by 'Caron', a common and authentic French surname.","Patrick Sawyer is the President of the California Culture and Technology Center (CCTC) and the head of its design competition committee, serving as a key judge and jury chairman for the proposals. He is formally referred to as ""Mister Sawyer,"" a title whose use in the German text indicates the American setting of the event. He is also addressed by his German titles, ""Vorsitzender Sawyer"" (Chairman Sawyer) and ""Präsident Sawyer,"" or simply by his last name, ""Sawyer.""  During presentations, Emily observes Sawyer as inscrutable and impassive. While polite, he shows little genuine interest in the early entries, suggesting he has high standards and is difficult to impress. He presides over Emily's public humiliation during the competition.  Sawyer is corrupt. He was bribed by the Kaiser Konzern and influenced by his friendship with a relative of Jacob Miller to favor Sophia Kaiser's stolen design, ensuring her victory in the CCTC competition. His corruption extends beyond this event, as Sebastian Langston reveals to Jacob: Sebastian explicitly states he ""pulled strings"" with Sawyer to ensure Sophia won a project, proving her professional achievements are not based on merit. Sawyer's corruption is later exposed, likely by Ethan Williams, who orders his assistant to publicly ruin him. This exposure leads to Sawyer's suspension and the cancellation of the competition results, effectively nullifying Sophia's illicit win.","MAIN","WARN","2","","[first_name_collision] Localised first name 'patrick' shared with: char_71.","","[capitalisation] Localized name 'patrick caron' starts with lowercase.","Consider differentiating to avoid reader confusion."
"Character","char_47","liam hunter","liam hunter","Liam Hunter","liam","hunter","liam","hunter","Male","","ORIGINAL","As per the explicit directive in the localization strategy, the name 'Liam Hunter' is kept unchanged. This is a deliberate choice to reflect a modern, internationally-minded character, which is plausible in the context of a contemporary design firm in Paris.","Liam Hunter is Emily's former university classmate whom she studied with abroad. He is the founder and owner of his own design firm, Talton Design, located in California. Upon reconnecting with Emily, Liam expresses unwavering faith in her talent, dismissing her plagiarism scandal, and offers her a job as his chief designer.  As Emily's employer and the owner of Talton Design, Liam is consistently portrayed as a supportive, kind, and professional boss. He demonstrates his trust and confidence in Emily by assigning her the high-stakes renovation of Sebastian Langston's villa and making her a project lead—a significant opportunity for his fledgling company. Emily, in turn, feels immense guilt and loyalty towards him, fearing that any sabotage at the villa could ruin his firm's reputation. Liam's generosity is evident when he gives Emily a $100,000 salary advance—far exceeding the $20,000 she requested—to help her pay back Ethan, mentioning that her client, Sebastian Langston, is extremely pleased with her designs. He also calls her to check on the status of the rendering sketch for Langston's villa and instructs her to deliver it personally.  Liam shows deep concern for Emily's well-being, offering her time off when she is harassed by the media. Later, he shows understanding and offers to reassign the difficult Hudson project after her accident. He welcomes her back without prejudice following her legal ordeal and, to assist with her massive (and fabricated) legal fees, provides her with a lead on a lucrative project with the Hudson Corporation, viewing the downfall of the rival Kaiser Konzern as a business opportunity for his firm. Eventually, Liam is overjoyed by Emily's brilliance and praises her when her viral fame results in a massive influx of valuable projects, elevating Talton Design to one of the most sought-after design firms.  He is referred to by his full name, Liam Hunter, but is primarily known and addressed by his first name, Liam. His company is once identified in the narrative through the possessive form, 'Liams Hunters'.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'liam hunter' starts with lowercase.",""
"Character","char_49","mr. miller","monsieur meunier","mr. miller","","miller","","meunier","Male","","LOCALIZED","This character shares a surname with the Miller family, which was consistently localized to 'Meunier' in the previous batch (e.g., Jakob Miller -\> Jacob Meunier). To maintain consistency, this character is localized as 'Monsieur Meunier'.","An executive from a competing company, encountered by Ethan in his own office building, immediately sparked Ethan's suspicious reaction, underscoring the high-stakes corporate world he navigates.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'monsieur meunier' starts with lowercase.",""
"Character","char_5","viktor kaiser","victor lempereur","Viktor Kaiser","viktor","kaiser","victor","lempereur","Male","CULTURAL_CONTEXT_INAPPROPRIATE: The German familial term 'Onkel' has not been localized to its French equivalent 'oncle' in one of its mentions. + affected mentions: Onkel Victor (Severity: medium) \","ENTITY_INCONSISTENCY: The character's title 'Präsident Kaiser' refers to his role at 'Kaiser Konzern' (entity_4), but the localization 'PDG Lempereur' omits the localized organization name 'Le Groupe Lempereur', making the affiliation unclear. + affected mentions: PDG Lempereur (Severity: low)","LOCALIZED","'Victor' is the standard French spelling for the name 'Viktor'. The surname 'Lempereur' is used to maintain consistency with the rest of the Kaiser family.","MAIN","WARN","2","[invalid_cultural_status] Cultural Status 'ENTITY_INCONSISTENCY: The character's title 'Präsident Kaise' is not a recognised value.","","","[capitalisation] Localized name 'victor lempereur' starts with lowercase.","Use one of: ADAPTED, ADDED, KEPT, LOCALIZED, MIXED, MODIFIED, ORIGINAL, REMOVED, TRANSLATED, UNIVERSAL"
"Character","char_54","angela kelly","angèle garnier","Angela Kelly","angela","kelly","angèle","garnier","Female","","LOCALIZED","As directed by the strategy glossary, 'Angela' is Gallicized to the more classic French 'Angèle'. The surname 'Kelly' is localized to 'Garnier' to maintain consistency with her brother Daniel and the rest of their family.","Angela Kelly is a beautiful and elegant woman, the 'little princess' of the wealthy Kelly family and younger sister to Daniel Kelly. She harbors a long-standing, unrequited affection for Ethan, stemming from their shared childhood.  Angela is openly hostile and disdainful towards Emily, whom she views as an unworthy rival. Her animosity culminates in a confrontation at a birthday party, where Angela insults Emily for being disowned and warns her to stay away from Ethan. Angela firmly believes Ethan should marry someone of equal social standing for strategic alliance, rather than for love.  While commonly referred to as 'Angela' or 'Angela Kelly,' Emily and others formally address her as 'Miss Kelly.' Ethan, however, condescendingly calls her 'Angie' to emphasize their sibling-like, non-romantic relationship, a diminutive that greatly annoys Emily.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'angèle garnier' starts with lowercase.",""
"Character","char_55","brandon kelly","brandon garnier","brandon kelly","brandon","kelly","brandon","garnier","Male","","MIXED","The localization follows the strategy's glossary. While 'Brandon' is not a traditional French name for an 80-year-old, its retention (along with the localized surname 'Garnier') suggests a deliberate choice to portray the Kellys as a powerful family with a more modern or international/American background, which is plausible in a high-society French setting.","Brandon Kelly is the patriarch of the Kelly family and the grandfather of Daniel and Angela. The story unfolds at his 80th birthday party, held at the family estate. He is depicted as an energetic and authoritative, yet warm and good-humored, old man. Brandon is notably keen on matchmaking, having previously considered setting Ethan up with Daniel's sister. However, upon meeting Ethan's girlfriend, Emily, he expresses disappointment that he can no longer pursue such arrangements for Ethan. He greets Ethan affectionately, gives Emily a welcoming gift, and asks her to take good care of Ethan. Despite his full name, Daniel sometimes refers to him simply as 'mein Großvater' (my grandfather).","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'brandon garnier' starts with lowercase.",""
"Character","char_56","die chefin des styling-salons","la patronne du salon de beauté","The Styling Salon Owner","","","","","Female","ENTITY_INCONSISTENCY: Character mention 'la patronne du salon de beauté' is a generic description. It should reference the specific named entity 'Miracle Studio' (entity_128) as 'la patronne de Miracle Studio' for consistency, as context confirms this character is the owner of that establishment. + affected mentions: die chefin des styling-salons (Severity: high)","LOCALIZED","This is a descriptive role. The German 'Die Chefin des Styling-Salons' (the female boss of the styling salon) is translated into the natural French equivalent 'la patronne du salon de beauté', which accurately conveys her role as the owner of an upscale beauty establishment.","The unnamed female owner of the upscale beauty salon where Emily prepares for the party is an observant and wise woman. She offers Emily insight into male possessiveness, imparting the wisdom that a man only acts controlling when a woman truly means something to him. Significantly, she also provides the first clue about Ethan's family connection by referring to him as 'Mr. Storm'.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'la patronne du salon de beauté' starts with lowercase.",""
"Character","char_58","paxton williams","pascal moreau","paxton williams","paxton","williams","pascal","moreau","Male","","LOCALIZED","As per the glossary, 'Paxton' is localized to the classic French name 'Pascal'. The surname 'Williams' is changed to 'Moreau' to maintain consistency with his family member, Ethan Williams (localized to Ethan Moreau).","Paxton Williams is likely a family member of Ethan's, given their shared surname, and is considered by Ethan to be a potential business or personal rival within the powerful Williams family. Consequently, Ethan instructed his employees during a video conference to ""keep a close eye on"" Paxton.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'pascal moreau' starts with lowercase.",""
"Character","char_59","ethans vater","le père d'ethan","Ethan's father","","","","","Male","","LOCALIZED","This is a descriptive role for an unnamed character. The German 'Ethans Vater' (Ethan's father) is translated directly into its French equivalent, 'le père d'Ethan'.","Ethan's unnamed father, a member of the Williams family, was a victim of manipulation and deceit orchestrated by Ethan's mother. This deception, which directly led to Ethan's birth, has profoundly scarred Ethan and significantly shaped his worldview.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'le père d'ethan' starts with lowercase.",""
"Character","char_6","luise kaiser","louise lempereur","Luise Kaiser","luise","kaiser","louise","lempereur","Female","CULTURAL_CONTEXT_INAPPROPRIATE: The German familial term 'Tante' was not fully adapted. It retains its German noun capitalization instead of using the French lowercase 'tante'. This is a cultural and grammatical error, as confirmed by the correct localization of 'tante' in char_70. + affected mentions: tante luise (Severity: medium)","LOCALIZED","'Louise' is the classic French equivalent of the German name 'Luise'. The surname is localized to 'Lempereur' to maintain consistency with her husband and children.","Luise Kaiser is the matriarch of the Kaiser family, wife of Viktor, and mother to Emily and Sophia. As a secondary antagonist, she is consistently portrayed as cold, manipulative, harsh, critical, distant, and unfeeling, mirroring her husband's cruel disposition. She is fiercely protective of Sophia and shares her disdain for Emily, openly showing favoritism towards her older daughter while treating Emily with cold disdain and cruelty, leaving Emily feeling completely abandoned.  Luise is a key player in Emily's suffering, consistently supporting and participating in her abuse. She dismisses Emily's feelings and rebellion as trivial. Her actions include physically assaulting Emily by slapping her during their initial confrontation, supporting the plan to disinherit Emily and force her into an arranged marriage, and actively tricking Emily to obtain her phone to delete the crucial audio confession that would have exposed Sophia. She fully supports the decision to imprison Emily, showing no remorse, and later defends the family's abusive actions by claiming Emily's imprisonment was for her own good. At a party, she greets Emily with a fake, overly sweet hug, only to become enraged at Emily's defiance and accuse her of being ungrateful. During a heated phone call, she verbally attacks Emily, siding completely with Sophia and showing no concern for Emily's side of the story, ultimately disowning Emily and telling her never to return. She blames Emily for the family's public humiliation and subsequent misfortunes, even deflecting Viktor's anger onto Emily after he slaps her for spoiling their nephew, Tom.  Luise's primary concern lies with the Kaiser family's social standing, reputation, and wealth. She is portrayed as being devastated not by Emily's suffering, but by the collapse of the Kaiser Konzern's market value, which has lost over a billion dollars. She is complicit in the plan to use Emily's public appearance at an engagement party to mitigate the public relations disaster and reacts with shrill anger when incorrect photos are displayed, demonstrating her concern for appearances over her daughter's well-being. She supports her husband's manipulative schemes and shows concern only for Sophia's social standing after Jacob's demotion, rather than any empathy for Jacob himself.  Beyond her immediate family, Luise was previously friends with Ethan's mother, with both having hoped to form a marriage alliance between their respective families. Interestingly, the text notes that Emily's grandmother had treated Luise like a daughter, yet Luise showed no sadness or shed a single tear at her passing, further highlighting her cold-hearted nature. She also shows disdain for Emily while displaying favoritism towards her nephew, Tom, dismissing Emily's claims of innocence and even suggesting that consequences would be good for her.  Luise is referred to by various names: 'Luise Kaiser' (full name), 'Luise' (her first name, most common), 'Frau Kaiser' (formally by Jakob), 'Mrs. Kaiser' (by the old woman guarding Emily and formally at the party), 'Mama' (by her daughters Emily and Sophia), 'Mutter' (by Emily in a phone call), and 'Tante Luise' (Aunt Luise, by her nephew Tom). Her last name is consistently inferred as Kaiser through her marriage to Viktor and her children. It is noted that her name appears as both 'Luise' and 'Luisa' within the same chapter, indicating a likely spelling variation or error in the text; 'Luise' is a German form of Louise.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'louise lempereur' starts with lowercase.",""
"Character","char_60","richard storm","richard orage","Richard Storm","richard","storm","richard","orage","Male","","MIXED","Following the strategy glossary, 'Richard' is kept as it is a common name in France. The surname 'Storm' is translated to 'Orage' (Storm/Thunderstorm) to be consistent with Ethan's maternal family and alias. The mention of 'Reed' is treated as a source text error and corrected to 'Richard' for clarity.","Richard Storm is Ethan's maternal grandfather and the powerful patriarch of the Storm family. Residing in the old Storm family villa, he possesses decades of wisdom and authority. He summons Ethan to discuss an old agreement regarding a marriage alliance between the Storm and Kaiser families. Richard suggests Emily Kaiser could fulfill this pact, unaware that Ethan is already secretly married to her. He is also referred to as 'Reed' multiple times in Chapter 51, which appears to be either a nickname or an alternative given name.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'richard orage' starts with lowercase.",""
"Character","char_63","henry jackson","henri jacques","Henry Jackson","henry","jackson","henri","jacques","Male","","LOCALIZED","'Henri' is the standard French form of 'Henry'. The surname 'Jackson' (son of Jack/John) is Gallicized to 'Jacques', which is a common French given name and surname that serves as a plausible cultural equivalent.","Henry Jackson, often referred to simply as ""Henry,"" is Lena's boyfriend. He is introduced acting as a protector for Emily at the engagement party at Lena's request, where he displays an authoritative but kind demeanor, quickly dismissing aggressive reporters. His visible discomfort with the overly familiar and clingy behavior of his childhood friend, Linda Shelby, underscores his loyalty to Lena.  His relationship with Lena is complex and frequently discussed. Lena expresses her deep affection for him but is concerned by his busy schedule, which limits their time together. According to Lena, their dynamic is characterized by a cycle of intense fighting followed by ""unfathomably good reconciliation sex""—a detail Emily wistfully compares to her own non-physical relationship. He is mentioned briefly in chapter 19 when he arrives to pick Lena up for a movie date and is also described as Lena's partner, having recently stayed the night at her place before having to leave suddenly. Lena also mentions that she and Henry sometimes take a certain drug together, downplaying its seriousness. While primarily described as Lena's boyfriend or partner, he is once referred to as her husband, introducing a potential ambiguity regarding their exact marital status.  Henry's long-standing connection to Linda Shelby is a point of contention. They grew up together, as their fathers were business partners who founded a company. Lena maintains that Henry views Linda as a ""little sister,"" suggesting a purely platonic, familial bond on his part. However, Emily adds to Lena's concerns about Henry's unavailability by revealing she saw him at a party hosted by Linda Shelby, which implies a potential infidelity or underlying problem in Henry and Lena's relationship.  Henry is a minor character, mentioned primarily in brief conversations between Lena and Emily, and appearing only once directly.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'henri jacques' starts with lowercase.",""
"Character","char_66","linda shelby","linda shelby","Linda Shelby","linda","shelby","linda","shelby","Female","","ORIGINAL","As per the explicit instruction in the strategy glossary, this name is kept unchanged. 'Linda' is a recognizable name in France, and keeping the full English name for this minor character is plausible in a contemporary setting and aligns with the specified creative choice.","Linda Shelby is a childhood friend of Henry Jackson, with their fathers having been business partners. Henry refers to her affectionately as ""Linny"" and reportedly sees her as a ""little sister,"" though Emily speculates Linda's feelings for him are romantic rather than platonic. She attends Henry's engagement party, where she exhibits clingy and possessive behavior towards him, despite his relationship with Lena. At this event, Linda issues a veiled warning to Emily not to cause trouble between her and Henry, highlighting her passive-aggressive and potentially troublesome personality. Separately, Linda is mentioned as the host of a party Emily attended where she saw Henry; this detail, when relayed by Emily to Lena (""the party at Linda Shelby's""), later raises suspicions about Henry's activities. Her presence in the narrative is primarily established through a brief conversation at the start of the chapter.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'linda shelby' starts with lowercase.",""
"Character","char_67","mr. chandler","monsieur chandler","Mr. Chandler","","chandler","","chandler","Male","","MIXED","Following the explicit directive in the strategy glossary, the surname 'Chandler' is kept. This choice suggests an international social circle, which is plausible for a minor character at a high-society event. The title 'Mr.' is translated to 'Monsieur'.","Mr. Chandler is a guest at the Kaiser-Miller engagement party. Formally addressed as 'Mr. Chandler', he is the target of Emily's father, Victor, who attempts to arrange a match between Emily and Mr. Chandler's son. Clearly aware of the public scandal surrounding Emily, Mr. Chandler becomes visibly uncomfortable during the conversation and makes a hasty excuse to withdraw.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'monsieur chandler' starts with lowercase.",""
"Character","char_68","lilly","lilly","Lilly","lilly","","lilly","","Female","","ORIGINAL","The name 'Lilly' is commonly used in France and does not require localization. It feels contemporary and fits the character's role.","Lilly, also referred to as Pflegerin Lilly, is the caregiver hired by Emily's parents to look after their grandmother, Elisa. Depicted as corrupt and greedy, Lilly serves as a crucial pawn in Sophia's scheme to frame Emily. She accepts a bribe from Sophia to falsely testify that she saw Emily sneak into the media room during the engagement party, thereby implicating Emily in the sabotage. Lilly's dishonesty is overtly confirmed when she exhibits panic upon Sebastian's suggestion to check the security footage. Furthermore, she agrees to Sophia's sinister request to ensure Elisa's health does not improve.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'lilly' starts with lowercase.",""
"Character","char_69","wendy","wendy","Wendy","wendy","","wendy","","Female","","ORIGINAL","'Wendy' is an English name that is well-known and used in France. For a minor character, it is plausible and does not need to be changed to a more traditional French name.","Referred to solely as 'Wendy,' she served as Elisa's companion for over thirty years, developing a deep and seemingly 'unshakeable' bond with Emily's grandmother. Wendy's sudden disappearance is officially attributed to her quitting; however, Emily finds this explanation highly suspicious. Emily suspects Wendy's departure was orchestrated by Sophia as part of a broader scheme to isolate Elisa and subsequently set Emily up.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'wendy' starts with lowercase.",""
"Character","char_70","sheryl","chantal","Sheryl","sheryl","","chantal","","Female","","LOCALIZED","The name 'Sheryl' is distinctly Anglo-Saxon. It is replaced with 'Chantal', a classic French name that was popular in the past, making it a fitting choice for a deceased aunt from an older generation.","Sheryl was Emily's deceased aunt and the eldest daughter of Elisa Kaiser, having passed away over two decades before the events of the chapter. Her memory profoundly influences her mother, Elisa, who, due to her dementia, frequently mistakes Emily for Sheryl. Emily herself refers to her as 'Tante Sheryl'. Sheryl's grave is located near her grandmother's, and Ethan noted Emily's striking resemblance to Sheryl's photograph on the gravestone, a detail Emily contemplates when reflecting at the cemetery.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'chantal' starts with lowercase.",""
"Character","char_71","patrick","patrick","Patrick","patrick","","patrick","","Male","","ORIGINAL","The name 'Patrick' is a common and authentic first name in France. As the character is minor and known only by his first name, no change is necessary.","A minor character, mentioned once by Lena, serves solely as an informant. He attended Jacob and Sophia's engagement party, where he observed Emily's dramatic confrontation. He subsequently relayed the details of this event to Lena, specifically describing it as an 'epic takedown.'","MAIN","WARN","2","","[first_name_collision] Localised first name 'patrick' shared with: char_46.","","[capitalisation] Localized name 'patrick' starts with lowercase.","Consider differentiating to avoid reader confusion."
"Character","char_72","elisa kaiser","élise lempereur","Elisa Kaiser","elisa","kaiser","élise","lempereur","Female","","LOCALIZED","'Élise' is the elegant and classic French form of 'Elisa'. As the matriarch of the family, this name fits her status. The surname 'Lempereur' is used for consistency with the rest of the Kaiser family.","Elisa, Emily's paternal grandmother and Viktor's mother, is part of the Kaiser family and also the grandmother of Sophia and Jacob. An 80-year-old woman, she is frail and uses a wheelchair due to paralysis, a condition her family cruelly withheld from Emily until just before Elisa's 80th birthday celebration. She suffers from a dementia-like condition that causes disorientation and leads her to frequently mistake Emily for her deceased daughter, Sheryl. Emily last recalls her being weak but stable during their prior meeting, making her later paralysis and eventual death seem suspicious.  For Emily, Elisa was the sole source of unconditional love and support in her otherwise cold family, the only family member she truly loved and trusted. Emily feels a strong sense of duty to her grandmother and attends events primarily to see her. Elisa's 80th birthday celebration serves as a central plot point; Viktor cynically uses it to manipulate Emily, and the lavish party is co-opted to also host the engagement party of her grandson, Jacob, and Sophia. Emily's primary motivation for attending this dangerous event is to see Elisa, whom she believes would be deeply saddened by her absence.  Elisa dies just before Chapter 92. Her death, which Emily was not informed of by her family and is barred from grieving by her father, becomes a major emotional blow and a catalyst for significant emotional turmoil. Her loss leaves Emily feeling completely alone. As a posthumous and pivotal character in Emily's emotional journey, Elisa's memory continues to influence events; Ethan shows his respect by visiting her grave and making a donation in her name.  She is referred to by various names: 'Elisa', 'Oma Elisa' (Grandma Elisa), and affectionately by Emily as 'Oma' (Grandma). Other descriptions include 'Großmutter' (grandmother), 'Emilys Großmutter' (Emily's grandmother), 'ihre Großmutter' (her grandmother), 'die alte Mrs. Kaiser' (the old Mrs. Kaiser), and 'die alte Dame' (the old lady).","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'élise lempereur' starts with lowercase.",""
"Character","char_74","georg langston senior","georges de langlois père","Georg Langston Senior","georg","langston","georges","de langlois","Male","","LOCALIZED","In line with the strategy glossary and family consistency, 'Georg' is Gallicized to 'Georges', and 'Langston' becomes 'de Langlois'. The 'Senior' designation is translated to the French post-nominal 'Père' (Father) to denote his status as the patriarch.","Georg Langston Senior is the patriarch of the Langston family and grandfather to Sebastian and Jacob. Throughout the narrative, he is referred to by his full name, 'Georg Langston Senior', or formally as 'Mr. Langston Senior'. He firmly upholds traditional values concerning family honor and reputation. He becomes unwittingly entangled in Sonya's scheme, reacting with outrage at the damage to Sebastian's villa and expressing profound shock at the idea of Sebastian pursuing Jacob's ex-girlfriend.","MAIN","WARN","2","","[name_inconsistency] First 'georges' + Last 'de langlois' ≠ 'georges de langlois père'.","","[capitalisation] Localized name 'georges de langlois père' starts with lowercase.","Align first/last name fields with the full localised name."
"Character","char_75","mr. brown","monsieur lebrun","Mr. Brown","","brown","","lebrun","Male","","LOCALIZED","The English surname 'Brown' is a descriptive name based on color. Following the strategy of Gallicization, it is translated to its common French equivalent, 'Lebrun', which also means 'the brown'. The title 'Mr.' is translated to 'Monsieur'.","Mr. Brown, the contractor ('Bauunternehmer') overseeing the renovation of Sebastian's villa, operates under Emily's project management. He is initially distraught and panicked upon discovering the villa has been flooded due to sabotage. However, his trust in Emily's leadership and her pragmatic approach to the crisis ultimately calms him.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'monsieur lebrun' starts with lowercase.",""
"Character","char_76","mr. jackson","monsieur jacques","Mr. Jackson","","jackson","","jacques","Male","","LOCALIZED","For consistency with the previous batch's localization of 'Henry Jackson' (char_63) to 'Henri Jacques', the surname 'Jackson' is Gallicized to 'Jacques'. This creates a plausible French equivalent while maintaining a link to the original name's root. The title 'Mr.' is translated to 'Monsieur'.","Mr. Jackson is a business associate first mentioned in Chapter 64. He was scheduled to have a business meeting with Ethan and Daniel to finalize a significant deal. However, Ethan abruptly canceled this meeting, prioritizing his jealousy after seeing Emily with Sebastian over the business matter. Mr. Jackson does not appear directly in the story.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'monsieur jacques' starts with lowercase.",""
"Character","char_77","sonya langston miller","sonia de langlois-meunier","Sonya Langston Miller","sonya","langston miller","sonia","de langlois-meunier","Female","","LOCALIZED","Following the glossary, the name is adapted to be consistent with two established families. 'Sonya' becomes the common French spelling 'Sonia'. Her maiden name 'Langston' becomes 'de Langlois', and her married name 'Miller' becomes 'Meunier'. The hyphenated form 'de Langlois-Meunier' is a standard way to represent this in French.","Sonya Langston, Jacob Miller's mother and Sebastian Langston's aunt ('Tante'), is a Langston by birth who married into the Miller family. A scheming figure, she is complicit in her son's plots against Emily, actively participating in the plan to sabotage the villa renovation to frame her. Emily first spots Sonya in the lobby of the Langston Corporation building, fueling her suspicion about a connection between her client, Sebastian Langston, and her ex-fiancé's family. Sebastian later confirms this connection, mentioning in a call with Jacob that 'deine Mutter' (your mother) had been bothering him earlier that day about a favor for the Kaiser family. At Jacob's chaotic engagement party, Sonya attempts damage control by publicly reinforcing the narrative that Jacob only ever saw Emily as a 'younger sister' and that Emily's feelings were unreciprocated. She later calls Jacob in a panic after Sophia publicly announces the cancellation of their wedding on social media. Her primary concern seems to be the social and financial fallout, as she initially believed the alliance with the Kaiser family was their 'only chance.' She subsequently expresses shock and anger at Sophia's betrayal.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'sonia de langlois-meunier' starts with lowercase.",""
"Character","char_78","paul miller","paul meunier","paul miller","paul","miller","paul","meunier","Male","","MIXED","As per the glossary, the first name 'Paul', common in France, is kept. The surname 'Miller' is localized to 'Meunier' for consistency with the rest of the Miller family.","Paul Miller is Jacob Miller's ambitious, illegitimate half-brother. He capitalizes on Jacob's failures to advance his own standing within the Miller Corporation. At a crucial board meeting, Paul demonstrated his competence by revealing he had secured a new partnership with Helios. This strategic move led their father, Zachary, to appoint Paul as the new president of the Miller Corporation, effectively ousting Jacob. Paul subsequently gloated over his brother's demotion.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'paul meunier' starts with lowercase.",""
"Character","char_79","zachary miller","zacharie meunier","Zachary Miller","zachary","miller","zacharie","meunier","Male","","LOCALIZED","Following the glossary, 'Zachary' is adapted to its French form, 'Zacharie'. The surname 'Miller' becomes 'Meunier' to align with the rest of the Miller family.","Zachary Miller is the patriarch of the Miller family and the Chairman ('Vorsitzender Miller') of the Miller Corporation. Portrayed as a stern and pragmatic leader, Zachary, as father to both his legitimate son, Jacob, and his illegitimate son, Paul, publicly demonstrates his leadership. He demotes Jacob for failing the company and disappointing him, subsequently promoting Paul to the position of president based on merit. Zachary Miller is consistently referred to by his full name and formal title.","MAIN","PASS (name casing)","1","","","","[capitalisation] Localized name 'zacharie meunier' starts with lowercase.",""
